JobLevel,StockOptionLevel,PercentSalaryHike,EnvironmentSatisfaction,PerformanceRating,MonthlyIncome,JobSatisfaction,TotalWorkingYears,TrainingTimesLastYear,YearsWithCurrManager,DistanceFromHome,DailyRate,YearsSinceLastPromotion,Company Tenure (yrs),MonthlyRate,HourlyRate,YearsInCurrentRole,WorkLifeBalance,Age,Education,JobInvolvement,NumCompaniesWorked,RelationshipSatisfaction,BusinessTravel,Department,EducationField,JobRole,MaritalStatus,OverTime,Gender,Location
2.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,-0.9502491154992737,0.24357581797308708,-0.8841143101320199,-1.5876081308001642,-0.4345240946267405,-0.8494234001535499,0.24450382401664175,0.22874011387138665,-0.6190269281355841,1.124966613390245,0.6015385662267001,-0.8096754343594406,-0.3571998131845465,0.33548376931720725,-1.3691459403079087,-0.5042807641939063,1.0520930180592132,0.3340654597871429,0.44890518423084963,0.08696170110772901,0.36413614091868524,0.5234345308711857,-1.549745424552217
2.0,1.0,3.0,5.0,2.0,0.0,1.0,2.0,2.662519087197646,-0.9346974478316835,-0.3410970048122246,0.2618815174153965,-0.4345240946267405,2.7873890272076847,0.24450382401664175,1.2458376776526103,-0.6190269281355841,1.4087119016340752,0.6015385662267001,1.2676329143053149,0.5804496964248882,2.125003956913883,0.4552715566609327,-1.0928487505191198,0.7758982923829583,1.77965781304787,0.34032852381729045,0.08696170110772901,-1.0659694950325869,-0.6652812930538352,-1.549745424552217
0.0,2.0,1.0,8.0,2.0,0.0,0.0,2.0,-0.9502491154992737,-0.9346974478316835,1.0164462584872636,-0.6628633066923838,-0.4345240946267405,-0.8725041893577639,1.1509198694365912,-1.0426318408551432,-0.6190269281355841,-0.577505116072737,-0.1415384861709882,0.6023028382205178,-0.0446499766480683,-0.8033018046079503,1.0043598686593633,1.065233866006663,-0.6050753359983166,-1.111526893473584,-0.41970809907762374,-1.8655746067827874,-1.0659694950325869,-1.061519901028842,1.1986853581856936
0.0,2.0,1.0,7.0,0.0,1.0,0.0,2.0,-0.047057064825043744,0.24357581797308708,2.6454981744466495,0.2618815174153965,2.301368353023109,-0.23174760099123717,1.1509198694365912,-0.5340830589645311,-0.6190269281355841,-0.577505116072737,0.8492309170259296,-0.6495033790056931,-0.3571998131845465,-0.1525671909364317,0.2558338805330671,-1.485227408069262,0.2235088410304483,0.3340654597871429,-0.41970809907762374,0.08696170110772901,0.36413614091868524,-0.6652812930538352,0.2825417639397234
2.0,2.0,1.0,7.0,2.0,0.0,0.0,1.0,-0.047057064825043744,-0.9346974478316835,0.47342895316746836,0.2618815174153965,-0.4345240946267405,-0.2734624218465596,1.1509198694365912,0.22874011387138665,-0.6190269281355841,0.273730748658754,-0.7607693631690617,-1.152197214269762,-0.6697496497210248,-0.1525671909364317,0.3066100922770782,-0.8966594217440486,-0.8812700616745716,0.3340654597871429,2.403285071674915,0.08696170110772901,-1.0659694950325869,0.9196731388461927,1.1986853581856936
1.0,1.0,3.0,5.0,2.0,1.0,1.0,2.0,1.7593270365234162,-0.9346974478316835,-0.6126056574721223,0.2618815174153965,-0.4345240946267405,1.6831109015198338,1.1509198694365912,2.644346827851793,-0.6190269281355841,1.4087119016340752,1.592307969423618,-1.134947916000897,3.3933982252531925,4.077207797928439,1.4293285519502115,1.065233866006663,0.49970356670670324,0.3340654597871429,1.4260951279528822,2.0394980089982453,-2.496075130983859,-0.6652812930538352,1.1986853581856936
0.0,2.0,3.0,8.0,2.0,0.0,1.0,1.0,-0.9502491154992737,-0.9346974478316835,2.373989521786752,-1.5876081308001642,2.301368353023109,-0.8157550929657515,1.1509198694365912,-1.0426318408551432,0.14591808171004964,-0.577505116072737,-0.017692310771373468,0.2499243164422734,-0.0446499766480683,-0.6406181511900706,-1.6171031076578293,-1.3380854114879586,-0.6050753359983166,-1.111526893473584,-1.7226280240403338,-0.8893064528375292,0.36413614091868524,-0.6652812930538352,0.2825417639397234
2.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,2.662519087197646,0.24357581797308708,0.47342895316746836,1.1866263415231768,-0.4345240946267405,2.7611319826083953,0.24450382401664175,2.51720963237914,1.675808101401317,1.4087119016340752,1.096923267825159,1.112389229885529,-0.6697496497210248,3.9145241445105596,-1.719501801341585,-0.4061860998063707,1.328287743735468,0.3340654597871429,1.317518467539323,1.0632298550529873,-1.0659694950325869,-0.6652812930538352,0.2825417639397234
2.0,2.0,1.0,8.0,1.0,0.0,0.0,1.0,-0.9502491154992737,0.24357581797308708,-1.1556229627919175,0.2618815174153965,-0.4345240946267405,-0.5360328678394523,-0.6619122214033076,-0.6612202544371841,1.675808101401317,-0.577505116072737,-0.6369231877694471,1.496802162734523,-0.3571998131845465,-0.477934497772191,0.9413127390772162,-0.5042807641939063,-0.3288806103220616,0.3340654597871429,-0.5282847594911829,-0.8893064528375292,0.36413614091868524,-0.26904268507882817,-1.549745424552217
2.0,2.0,2.0,7.0,2.0,0.0,1.0,2.0,0.8561349858491862,-0.9346974478316835,1.5594635638070589,-1.5876081308001642,2.301368353023109,0.7253640247247908,1.1509198694365912,0.3558773093440396,0.14591808171004964,-0.8612504043165673,-1.0084617139682912,0.3534201060554641,-0.0446499766480683,1.1489020364066054,-1.0643476248112202,-1.6814167368443331,1.0520930180592132,-1.111526893473584,-0.31113143866406456,0.08696170110772901,0.36413614091868524,-0.6652812930538352,-1.549745424552217
