JobLevel,StockOptionLevel,PercentSalaryHike,EnvironmentSatisfaction,PerformanceRating,MonthlyIncome,JobSatisfaction,TotalWorkingYears,TrainingTimesLastYear,YearsWithCurrManager,DistanceFromHome,DailyRate,YearsSinceLastPromotion,Company Tenure (yrs),MonthlyRate,HourlyRate,YearsInCurrentRole,WorkLifeBalance,Age,Education,JobInvolvement,NumCompaniesWorked,RelationshipSatisfaction,BusinessTravel,Department,EducationField,JobRole,MaritalStatus,OverTime,Gender,Location
2.0,2.0,1.0,7.0,1.0,0.0,1.0,2.0,-0.047057064825043744,-0.9346974478316835,-1.1556229627919175,-1.5876081308001642,-0.4345240946267405,-0.0487952902348991,0.24450382401664175,-0.6612202544371841,0.14591808171004964,-0.577505116072737,1.096923267825159,1.4253407841920818,-0.3571998131845465,-0.6406181511900706,-0.25940362363602276,1.3104705269755017,-0.6050753359983166,-1.111526893473584,-1.288321382386097,-1.8655746067827874,1.7942417768699574,-0.26904268507882817,-0.6336018303062468
2.0,2.0,2.0,7.0,0.0,0.0,1.0,1.0,-0.047057064825043744,0.24357581797308708,-0.3410970048122246,1.1866263415231768,-0.4345240946267405,0.09921821117561053,1.1509198694365912,-0.15267147254657226,-0.6190269281355841,-0.577505116072737,1.3446156186243885,1.1173176008194905,-0.6697496497210248,-0.6406181511900706,-0.5055272055618542,-1.043801418325352,-0.6050753359983166,0.3340654597871429,-0.8540147407318605,-0.8893064528375292,0.36413614091868524,-0.26904268507882817,1.1986853581856936
2.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,-0.047057064825043744,0.24357581797308708,-0.8841143101320199,-0.6628633066923838,-0.4345240946267405,-0.4566264829625694,-1.5683282668232572,0.22874011387138665,1.675808101401317,2.259947766365566,-0.2653846615706029,-0.7727126523547296,0.2678998598884099,0.9862183829887259,-1.4330393400857893,-1.730464069038101,1.604482469411723,-2.5571192467343113,-0.6368614199047421,-0.8893064528375292,0.36413614091868524,-0.6652812930538352,-0.6336018303062468
2.0,1.0,5.0,2.0,0.0,0.0,1.0,1.0,-0.9502491154992737,0.24357581797308708,-0.8841143101320199,1.1866263415231768,-0.4345240946267405,-0.3359287779497075,-0.6619122214033076,-0.4069458634918782,-2.1489169478268515,-0.577505116072737,2.2115388464216914,0.4840219358054428,-0.6697496497210248,-0.1525671909364317,-1.1934038296605816,1.016186533812895,-0.052685884645806674,0.3340654597871429,0.6660585050579679,0.08696170110772901,1.7942417768699574,0.9196731388461927,0.2825417639397234
2.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,-0.9502491154992737,1.421849083777858,-0.8841143101320199,-1.5876081308001642,-0.4345240946267405,-0.8661516785676132,0.24450382401664175,-1.169769036327796,0.14591808171004964,-0.577505116072737,1.7161541448232327,0.13410759949417908,-0.0446499766480683,-0.8033018046079503,1.6586677749939946,1.065233866006663,-0.6050753359983166,0.3340654597871429,2.2947084112613556,1.0632298550529873,0.36413614091868524,-0.6652812930538352,1.1986853581856936
2.0,1.0,5.0,2.0,1.0,0.0,0.0,2.0,-0.9502491154992737,0.24357581797308708,-0.3410970048122246,0.2618815174153965,-0.4345240946267405,-0.7731932706717424,-0.6619122214033076,-0.91549464538249,-0.6190269281355841,-0.577505116072737,0.8492309170259296,0.8388646430506679,-0.0446499766480683,-0.8033018046079503,-0.31455223139132366,-1.4361800758754943,-0.6050753359983166,0.3340654597871429,-1.0711680615589787,1.0632298550529873,0.36413614091868524,2.5046275707462207,-0.6336018303062468
2.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,0.8561349858491862,0.24357581797308708,-0.8841143101320199,0.2618815174153965,-0.4345240946267405,0.8195929347786918,-0.6619122214033076,2.135798045961181,0.9108630915556833,1.6924571898779057,-0.6369231877694471,0.5111279759422308,3.7059480617896705,2.4503712637496426,0.6988563279995635,1.261423194781734,1.8806771950879781,0.3340654597871429,1.1003651467122046,0.08696170110772901,-1.0659694950325869,2.108388962771214,0.2825417639397234
1.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,2.662519087197646,0.24357581797308708,2.373989521786752,1.1866263415231768,2.301368353023109,2.834185856695128,-0.6619122214033076,2.51720963237914,1.675808101401317,1.6924571898779057,-0.017692310771373468,-1.3715097208310472,2.768298552180236,3.5891568376748,0.6882779505528945,0.8199972050378239,1.604482469411723,-1.111526893473584,1.5346717883664414,0.08696170110772901,0.36413614091868524,0.5234345308711857,-1.549745424552217
1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.7593270365234162,0.24357581797308708,-0.6126056574721223,1.1866263415231768,-0.4345240946267405,2.2696593978104085,-1.5683282668232572,1.2458376776526103,-0.6190269281355841,0.8412213251464147,0.10615386462824125,0.15628526869700565,1.518099206034323,0.010116462481447942,-0.20143411522827684,1.2123758625879661,0.49970356670670324,-1.111526893473584,0.44890518423084963,0.08696170110772901,-1.0659694950325869,0.5234345308711857,-0.6336018303062468
2.0,2.0,1.0,7.0,1.0,0.0,0.0,2.0,-0.047057064825043744,-0.9346974478316835,1.2879549111471613,-0.6628633066923838,2.301368353023109,-0.15848197654483326,0.24450382401664175,-0.6612202544371841,0.14591808171004964,-0.29375982782890664,-0.017692310771373468,1.4943379772675423,-0.3571998131845465,-0.1525671909364317,-1.1970710005087601,0.1823818865188427,0.2235088410304483,-1.111526893473584,-0.31113143866406456,-1.8655746067827874,0.36413614091868524,-0.6652812930538352,-1.549745424552217
